timestamp,user_id,session_id,event_type,client_info_ip,client_info_user_agent,client_info_device,client_info_browser,client_info_os,client_info_viewport,client_info_language,page,referrer,report_type,date_range,export_format,generation_time_ms,performance_page_load_time_ms,performance_first_input_delay_ms,performance_first_contentful_paint_ms,interaction_depth_scroll_percentage,interaction_depth_time_on_page_seconds,interaction_depth_clicks,login_method,success,referral_id,referral_type,organization,search_query,search_results_count,search_filters_distance,search_filters_service_types
2025-03-27T20:57:06.404486,user_d6a99e4b,sess-8982467a,login,205.62.198.182,Opera/9.64.(Windows NT 5.01; lo-LA) Presto/2.9.172 Version/11.00,desktop,safari,macos,1366x768,en-GB,/notifications,https://google.com,,,,,3367,134,1256,18,965,14,sso,True,,,,,,,
2025-03-27T20:58:01.259344,user_76978190,sess-e36d8930,accept_referral,41.125.46.148,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/34.0.825.0 Mobile/03C946 Safari/535.0",mobile,chrome,linux,1366x768,es-ES,/notifications,https://autorka.io,,,,,2272,331,1082,63,439,3,,,ref-9b383160,housing,Family Crisis Center,,,,
2025-03-27T21:00:37.032239,user_3dc850da,sess-cd36285f,update_profile,124.122.2.115,Opera/8.34.(X11; Linux i686; mhr-RU) Presto/2.9.177 Version/11.00,desktop,chrome,android,375x812,fr-FR,/notifications,https://google.com,,,,,3800,51,1917,55,1004,9,,,,,,,,,
2025-03-27T21:01:24.121307,user_913db194,sess-9ec20b69,create_referral,184.63.130.255,Opera/8.67.(Windows NT 5.2; ks-IN) Presto/2.9.160 Version/12.00,mobile,chrome,linux,1920x1080,en-US,/referrals,https://google.com,,,,,3889,488,1910,12,195,15,,,ref-b64fd1bc,housing,Community Housing Alliance,,,,
2025-03-27T21:04:21.840077,user_4176e543,sess-fc362eb4,update_profile,73.230.67.208,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/49.0.831.0 Safari/533.1",mobile,safari,linux,1440x900,fr-FR,/referrals,https://healthcare.gov,,,,,3701,81,1384,96,762,14,,,,,,,,,
2025-03-27T21:04:34.235407,user_681e24ea,sess-a50f0126,accept_referral,71.142.69.114,Opera/8.52.(X11; Linux i686; zu-ZA) Presto/2.9.188 Version/11.00,desktop,chrome,linux,1366x768,fr-FR,/help,https://google.com,,,,,4092,396,1087,72,711,16,,,ref-0c8fa09a,employment,Community Housing Alliance,,,,
2025-03-27T21:05:38.725528,user_c97d41cd,sess-3c2b43c9,update_profile,23.68.191.187,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/53.0.815.0 Safari/533.1",tablet,chrome,linux,375x812,en-GB,/dashboard,https://communityresources.org,,,,,2797,313,1072,55,98,15,,,,,,,,,
2025-03-27T21:06:21.248339,user_8d132241,sess-e4e162f9,create_referral,18.228.63.139,Mozilla/5.0 (Windows NT 10.0; fur-IT; rv:1.9.0.20) Gecko/5490-03-26 08:49:29.685257 Firefox/3.6.7,tablet,edge,android,1920x1080,en-GB,/notifications,https://autorka.io,,,,,1697,80,1794,70,6,2,,,ref-e55dcdbc,housing,Family Crisis Center,,,,
2025-03-27T21:08:38.075267,user_456a9f36,sess-9dca7c7b,export_data,213.137.128.101,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),tablet,edge,android,1440x900,en-US,/settings,https://communityresources.org,,,,,1437,253,1290,74,718,20,,,,,,,,,
2025-03-27T21:12:45.063758,user_67650c9f,sess-88b97568,create_profile,204.142.107.224,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hi-IN) AppleWebKit/531.40.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.40.2",tablet,safari,android,375x812,fr-FR,/referrals,,,,,,4966,333,906,97,333,10,,,,,,,,,
2025-03-27T21:14:48.965413,user_6f428eb7,sess-7b8fddc0,view_referral,83.27.59.231,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/62.0.806.0 Safari/533.1",tablet,edge,macos,1440x900,fr-FR,/dashboard,https://healthcare.gov,,,,,1907,190,550,29,395,11,,,ref-6f7b75e8,legal,Metro Food Bank,,,,
2025-03-27T21:15:11.167923,user_846499d1,sess-01b6cbc8,create_profile,29.143.34.61,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.0),desktop,edge,ios,1366x768,en-US,/referrals,https://autorka.io,,,,,2371,129,1436,32,1026,8,,,,,,,,,
2025-03-27T21:15:39.685937,user_2fc344c7,sess-1b425bc7,create_referral,90.133.190.115,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),tablet,safari,ios,375x812,en-GB,/profile,,,,,,2959,189,1893,32,6,19,,,ref-c629e523,housing,Veterans Support Network,,,,
2025-03-27T21:16:35.082969,user_64f293be,sess-4b25fd5a,view_referral,63.225.49.99,Opera/9.97.(Windows NT 11.0; az-IN) Presto/2.9.163 Version/11.00,desktop,chrome,macos,1440x900,fr-FR,/dashboard,https://google.com,,,,,1071,306,885,92,496,18,,,ref-28726001,food,County Health Services,,,,
2025-03-27T21:16:46.192936,user_bf3b1d35,sess-ee1d587f,generate_report,122.67.155.31,Mozilla/5.0 (Android 4.2; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,desktop,safari,macos,1440x900,en-GB,/admin,https://autorka.io,network,last_quarter,pdf,14439.0,335,147,1418,13,678,19,,,,,,,,,
2025-03-27T21:20:02.655127,user_37a2647b,sess-f27c54e8,decline_referral,107.18.16.100,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/11.7u4635.0 Mobile/68S540 Safari/534.2",tablet,firefox,ios,1920x1080,en-GB,/reports,,,,,,2784,445,971,75,211,16,,,ref-51774b5b,housing,County Health Services,,,,
2025-03-27T21:20:23.640598,user_22987060,sess-ba9bb6b2,decline_referral,168.195.77.241,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.1),desktop,firefox,ios,375x812,en-US,/search,https://autorka.io,,,,,3572,189,1133,55,1105,17,,,ref-fc591d32,medical,Family Crisis Center,,,,
2025-03-27T21:20:26.169411,user_3dd456d5,sess-f6156bb0,login,4.93.2.70,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.0),tablet,chrome,ios,1440x900,en-US,/search,https://communityresources.org,,,,,303,166,530,45,183,11,2fa,True,,,,,,,
2025-03-27T21:20:50.021825,user_d14e6f51,sess-5a00077c,create_profile,60.29.235.163,Mozilla/5.0 (Windows NT 11.0; ka-GE; rv:1.9.0.20) Gecko/3724-01-12 09:45:42.744553 Firefox/6.0,tablet,firefox,android,1920x1080,es-ES,/settings,https://communityresources.org,,,,,1896,435,243,78,134,18,,,,,,,,,
2025-03-27T21:22:03.664844,user_c7ead765,sess-ddcf0e7b,search,96.2.152.193,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/15.6l6738.0 Mobile/57M431 Safari/535.1",desktop,firefox,windows,1366x768,en-US,/settings,https://google.com,,,,,3866,449,267,72,1059,15,,,,,,food assistance,10.0,5mi,['financial']
2025-03-27T21:22:13.956812,user_3bc2195d,sess-362db3cf,generate_report,22.210.156.182,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.0),tablet,firefox,windows,375x812,en-US,/profile,https://google.com,referrals,last_quarter,excel,8006.0,4637,392,1706,58,224,8,,,,,,,,,
2025-03-27T21:25:10.991746,user_68518556,sess-3bbf5b83,create_profile,87.104.16.197,"Mozilla/5.0 (iPad; CPU iPad OS 12_5_7 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/25.0.859.0 Mobile/77H863 Safari/535.0",mobile,edge,linux,1920x1080,fr-FR,/settings,https://autorka.io,,,,,3127,344,871,39,53,20,,,,,,,,,
2025-03-27T21:26:49.474944,user_eb5f01f6,sess-ac15d2ab,login,167.171.79.255,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; lzh-TW) AppleWebKit/533.26.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6533.26.6",tablet,firefox,linux,1440x900,en-US,/dashboard,https://google.com,,,,,3700,73,938,52,215,1,sso,True,,,,,,,
2025-03-27T21:27:45.017730,user_1951e62b,sess-b45d2a6d,export_data,26.147.168.16,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8 rv:4.0; ar-EH) AppleWebKit/535.19.6 (KHTML, like Gecko) Version/4.1 Safari/535.19.6",desktop,edge,windows,1920x1080,es-ES,/reports,https://communityresources.org,,,,,425,340,467,38,734,7,,,,,,,,,
2025-03-27T21:29:11.448868,user_421e0ca7,sess-5d92fae2,accept_referral,29.184.251.40,Opera/8.16.(X11; Linux x86_64; ff-SN) Presto/2.9.178 Version/10.00,desktop,firefox,android,1366x768,en-US,/reports,,,,,,2607,323,915,10,500,7,,,ref-388b9fc3,employment,Family Crisis Center,,,,
2025-03-27T21:29:14.076504,user_d995ddc0,sess-80b4bdbf,update_profile,125.120.180.212,Mozilla/5.0 (Android 4.2; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,tablet,firefox,linux,375x812,fr-FR,/admin,https://google.com,,,,,4124,180,841,31,359,1,,,,,,,,,
2025-03-27T21:29:39.798108,user_4f79febf,sess-b91a1ede,create_referral,23.173.248.42,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.0),tablet,chrome,macos,1920x1080,es-ES,/settings,https://healthcare.gov,,,,,1241,498,1282,90,818,15,,,ref-1b76f416,legal,Veterans Support Network,,,,
2025-03-27T21:30:29.357861,user_2acee23d,sess-fa35b935,search,176.221.35.114,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.5.6 (KHTML, like Gecko) Version/5.0.5 Safari/534.5.6",desktop,firefox,windows,1920x1080,en-GB,/reports,https://healthcare.gov,,,,,3063,258,378,94,204,5,,,,,,transportation help,21.0,25mi,['financial']
2025-03-27T21:30:50.953851,user_1db1f4c2,sess-33729128,export_data,42.253.7.233,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_4 rv:6.0; bs-BA) AppleWebKit/532.49.1 (KHTML, like Gecko) Version/5.1 Safari/532.49.1",mobile,firefox,linux,1366x768,en-GB,/admin,,,,,,1196,313,1790,28,748,12,,,,,,,,,
2025-03-27T21:31:01.212422,user_0772e4dd,sess-212615f8,accept_referral,132.182.238.135,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5; rv:1.9.6.20) Gecko/7956-02-01 05:50:50.208344 Firefox/3.6.7,tablet,chrome,android,1366x768,en-US,/search,https://communityresources.org,,,,,4458,295,1878,82,78,19,,,ref-6ce82353,food,Community Housing Alliance,,,,
2025-03-27T21:31:08.641347,user_4031cb16,sess-9bacb852,view_referral,67.239.110.209,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/50.0.874.0 Safari/534.0",desktop,edge,android,1920x1080,en-US,/help,https://communityresources.org,,,,,2946,290,1553,28,911,14,,,ref-ba2c0000,food,Veterans Support Network,,,,
2025-03-27T21:31:29.745257,user_8e4ca478,sess-55d0c9b1,create_referral,113.241.68.206,Opera/9.97.(Windows NT 11.0; az-IN) Presto/2.9.163 Version/11.00,desktop,chrome,linux,375x812,en-US,/referrals,https://healthcare.gov,,,,,3096,408,353,36,1110,1,,,ref-7440edce,employment,Community Housing Alliance,,,,
2025-03-27T21:33:15.074358,user_028d658b,sess-7137ba55,update_profile,191.88.27.63,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6289-10-28 04:15:03.202576 Firefox/6.0,tablet,chrome,windows,1920x1080,en-US,/search,https://healthcare.gov,,,,,3754,247,152,28,244,14,,,,,,,,,
2025-03-27T21:34:22.715872,user_d6f3b78a,sess-55d944dc,send_message,28.148.173.89,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),tablet,safari,android,1920x1080,en-US,/help,https://communityresources.org,,,,,2576,426,1122,97,510,1,,,,,,,,,
2025-03-27T21:39:37.490451,user_4a801ae9,sess-4e3df76e,decline_referral,190.16.90.176,Opera/9.42.(Windows 98; Win 9x 4.90; the-NP) Presto/2.9.169 Version/11.00,mobile,safari,macos,1920x1080,fr-FR,/help,https://google.com,,,,,2765,335,351,30,920,3,,,ref-7a007a9a,housing,Veterans Support Network,,,,
2025-03-27T21:41:14.926022,user_b71f0482,sess-c77be8e7,update_profile,170.220.32.105,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),tablet,safari,windows,1366x768,en-US,/help,https://autorka.io,,,,,127,215,1978,23,774,18,,,,,,,,,
2025-03-27T21:41:47.281844,user_ecd5956d,sess-8f53d2d8,generate_report,103.87.131.176,Mozilla/5.0 (Windows NT 11.0; li-NL; rv:1.9.1.20) Gecko/4163-01-27 14:18:40.692291 Firefox/3.8,desktop,firefox,windows,375x812,es-ES,/referrals,,outcomes,last_week,excel,2172.0,277,275,393,73,1162,16,,,,,,,,,
2025-03-27T21:47:08.876544,user_b05da143,sess-59737931,view_referral,14.155.74.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_8 rv:3.0; raj-IN) AppleWebKit/534.21.4 (KHTML, like Gecko) Version/4.1 Safari/534.21.4",mobile,chrome,windows,1440x900,es-ES,/help,https://autorka.io,,,,,946,418,1209,58,561,12,,,ref-bb1cd359,housing,Family Crisis Center,,,,
2025-03-27T21:47:33.593824,user_da8cf378,sess-16d215d9,decline_referral,162.89.0.79,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0),mobile,safari,linux,1920x1080,es-ES,/reports,https://healthcare.gov,,,,,4509,210,1748,16,1162,16,,,ref-63e2d880,medical,Community Housing Alliance,,,,
2025-03-27T21:47:46.675878,user_5cdfe0d4,sess-fea8c4dc,send_message,196.201.44.52,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/24.0.894.0 Safari/531.0",tablet,edge,android,1920x1080,en-GB,/profile,,,,,,161,335,268,57,1019,18,,,,,,,,,
2025-03-27T21:48:52.215321,user_f049233a,sess-9f4b9100,generate_report,66.39.80.166,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:6.0; bo-CN) AppleWebKit/532.43.6 (KHTML, like Gecko) Version/4.0.5 Safari/532.43.6",tablet,edge,windows,1440x900,en-US,/referrals,https://healthcare.gov,utilization,custom,excel,13075.0,2454,227,333,67,157,0,,,,,,,,,
2025-03-27T21:53:17.212859,user_d33f7169,sess-6c18d8a1,decline_referral,213.250.150.26,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ce-RU) AppleWebKit/534.50.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.50.3",desktop,safari,windows,375x812,es-ES,/notifications,https://autorka.io,,,,,2335,445,166,14,743,3,,,ref-f97905fa,food,Family Crisis Center,,,,
2025-03-27T21:53:50.667185,user_6c30b6fd,sess-63566a8a,logout,15.117.249.106,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4070-08-28 03:53:02.693619 Firefox/3.6.16,desktop,firefox,android,375x812,en-US,/help,,,,,,2122,441,1409,28,834,20,,,,,,,,,
2025-03-27T21:54:02.744023,user_2164a92e,sess-4c64f838,view_referral,137.159.248.95,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_4 rv:6.0; bs-BA) AppleWebKit/532.49.1 (KHTML, like Gecko) Version/5.1 Safari/532.49.1",desktop,chrome,linux,1366x768,en-US,/profile,,,,,,2287,234,945,55,425,8,,,ref-04b5d04e,medical,Veterans Support Network,,,,
2025-03-27T21:58:49.674263,user_0914f51c,sess-cf2346ef,login,39.191.108.150,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0),mobile,safari,macos,375x812,es-ES,/search,https://communityresources.org,,,,,2642,495,238,44,1191,17,2fa,True,,,,,,,
2025-03-27T21:59:28.062432,user_958fe8bd,sess-e973ba75,send_message,169.244.85.45,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),mobile,edge,ios,375x812,fr-FR,/referrals,,,,,,3419,103,1852,10,833,17,,,,,,,,,
2025-03-27T21:59:39.119641,user_5cb73fbc,sess-4d35e939,view_referral,68.128.28.128,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2049-09-26 06:51:38.137253 Firefox/3.6.17,mobile,edge,macos,375x812,es-ES,/notifications,,,,,,3917,300,1234,17,1078,5,,,ref-b4ca99ef,employment,Veterans Support Network,,,,
2025-03-27T21:59:53.511751,user_854c180b,sess-14026bbc,update_profile,83.164.219.93,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.8a6584.0 Mobile/48J023 Safari/534.1",mobile,firefox,linux,1920x1080,en-GB,/profile,,,,,,4727,450,936,95,277,3,,,,,,,,,
2025-03-27T22:00:35.501607,user_1b244437,sess-b190e74b,decline_referral,77.179.190.228,Opera/8.16.(X11; Linux x86_64; ff-SN) Presto/2.9.178 Version/10.00,tablet,chrome,macos,1440x900,en-US,/dashboard,https://autorka.io,,,,,191,246,1804,100,1119,15,,,ref-e9499e45,employment,Family Crisis Center,,,,
2025-03-27T22:02:00.799009,user_7292e489,sess-39ba6b10,view_referral,67.197.232.139,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2049-09-26 06:51:38.137253 Firefox/3.6.17,tablet,safari,ios,1366x768,es-ES,/profile,,,,,,4534,495,457,74,826,5,,,ref-ff342b40,food,Community Housing Alliance,,,,
2025-03-27T22:04:19.566898,user_73006d5b,sess-69a760e7,send_message,44.212.66.251,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),desktop,edge,macos,1920x1080,en-GB,/profile,https://autorka.io,,,,,3878,498,731,56,314,4,,,,,,,,,
2025-03-27T22:06:23.875270,user_66eb9c81,sess-cb7c48aa,logout,204.165.67.126,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9; rv:1.9.6.20) Gecko/9744-11-05 18:46:30.848511 Firefox/3.8,desktop,safari,android,375x812,en-US,/dashboard,https://communityresources.org,,,,,4479,458,218,12,931,10,,,,,,,,,
2025-03-27T22:07:52.615823,user_add4ca93,sess-6badeb88,decline_referral,139.93.178.114,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/56.0.806.0 Mobile/17Y326 Safari/536.0",desktop,edge,windows,375x812,es-ES,/help,https://communityresources.org,,,,,502,103,1443,95,1168,10,,,ref-8ac318a7,legal,Community Housing Alliance,,,,
2025-03-27T22:08:50.563104,user_12d1567a,sess-0881ec73,login,112.72.6.70,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9; rv:1.9.6.20) Gecko/9744-11-05 18:46:30.848511 Firefox/3.8,desktop,safari,ios,1920x1080,fr-FR,/notifications,https://autorka.io,,,,,4285,189,1972,53,914,17,sso,True,,,,,,,
2025-03-27T22:09:22.041585,user_17e314d2,sess-0ec593f2,update_profile,76.13.0.32,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),mobile,chrome,linux,1366x768,fr-FR,/profile,,,,,,4322,76,1826,85,121,14,,,,,,,,,
2025-03-27T22:09:23.922935,user_e3df782c,sess-ac5bd819,export_data,116.12.50.170,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/62.0.806.0 Safari/533.1",tablet,edge,macos,1366x768,en-US,/profile,https://google.com,,,,,3051,480,864,70,932,18,,,,,,,,,
2025-03-27T22:09:28.281906,user_299de16e,sess-d3565e65,decline_referral,166.122.106.208,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hi-IN) AppleWebKit/531.40.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.40.2",desktop,edge,linux,1440x900,es-ES,/help,,,,,,3127,375,972,100,591,9,,,ref-1af6e656,legal,Metro Food Bank,,,,
2025-03-27T22:11:53.851784,user_f7a014e2,sess-f919ea44,export_data,104.194.194.9,"Mozilla/5.0 (iPad; CPU iPad OS 17_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/21.0.886.0 Mobile/03N244 Safari/534.1",desktop,chrome,android,1440x900,fr-FR,/search,https://google.com,,,,,2542,216,454,37,1069,20,,,,,,,,,
2025-03-27T22:16:04.361796,user_7385a56d,sess-14550b17,login,190.16.248.64,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9 rv:3.0; byn-ER) AppleWebKit/533.50.5 (KHTML, like Gecko) Version/5.0 Safari/533.50.5",tablet,safari,macos,1440x900,es-ES,/reports,https://google.com,,,,,2509,395,1355,21,844,10,2fa,True,,,,,,,
2025-03-27T22:16:47.008565,user_d03d2eef,sess-3a326d93,accept_referral,185.230.224.54,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),desktop,firefox,linux,1366x768,fr-FR,/search,https://google.com,,,,,4491,110,1843,18,715,8,,,ref-0463ed84,medical,County Health Services,,,,
2025-03-27T22:17:00.754483,user_e0a49af4,sess-3209db94,update_profile,58.90.239.51,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),mobile,chrome,windows,1440x900,en-GB,/search,https://communityresources.org,,,,,1060,460,299,21,672,9,,,,,,,,,
2025-03-27T22:17:18.467406,user_051568ee,sess-c517e9d8,create_referral,5.40.133.182,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/17.2h4720.0 Mobile/62E315 Safari/535.1",tablet,safari,macos,1440x900,en-US,/reports,https://healthcare.gov,,,,,4241,130,842,67,936,15,,,ref-83502b35,housing,County Health Services,,,,
2025-03-27T22:20:18.181000,user_12c1c82e,sess-e704141e,create_referral,13.24.81.222,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; gd-GB) AppleWebKit/531.33.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.33.4",tablet,firefox,ios,375x812,en-US,/admin,https://healthcare.gov,,,,,2417,145,847,77,1014,4,,,ref-2763738b,legal,Community Housing Alliance,,,,
2025-03-27T22:21:07.511235,user_af9ae3b8,sess-1f2cf62b,search,182.121.118.134,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; apn-IN) AppleWebKit/533.33.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.33.3",desktop,firefox,windows,1440x900,fr-FR,/admin,,,,,,2850,490,809,70,1178,11,,,,,,food assistance,8.0,50mi,['transportation']
2025-03-27T22:21:38.722078,user_6cbced10,sess-02338534,create_referral,77.107.153.69,Opera/8.52.(X11; Linux i686; zu-ZA) Presto/2.9.188 Version/11.00,desktop,edge,android,1366x768,fr-FR,/help,https://autorka.io,,,,,1221,262,1729,64,930,4,,,ref-09b650a5,legal,County Health Services,,,,
